total_loss	policy_loss	value_loss	entropy_loss	kl_divergence	
37.879059	37.880810	584.003723	0.001751	66.505569	
37.879059	30.544041	37.880810	30.545677	584.003723	
464.491455	0.001751	0.001636	66.505569	281.290222	
37.879059	30.544041	3.856933	37.880810	30.545677	
3.858174	584.003723	464.491455	459.857300	0.001751	
0.001636	0.001241	66.505569	281.290222	603.312927	
37.879059	30.544041	3.856933	9.715302	37.880810	
30.545677	3.858174	9.716057	584.003723	464.491455	
459.857300	227.874756	0.001751	0.001636	0.001241	
0.000755	66.505569	281.290222	603.312927	200.491302	
37.879059	30.544041	3.856933	9.715302	6.724445	
37.880810	30.545677	3.858174	9.716057	6.724821	
584.003723	464.491455	459.857300	227.874756	112.011002	
0.001751	0.001636	0.001241	0.000755	0.000376	
66.505569	281.290222	603.312927	200.491302	4.740047	
37.879059	30.544041	3.856933	9.715302	6.724445	
5.802103	37.880810	30.545677	3.858174	9.716057	
6.724821	5.802486	584.003723	464.491455	459.857300	
227.874756	112.011002	101.309113	0.001751	0.001636	
0.001241	0.000755	0.000376	0.000384	66.505569	
281.290222	603.312927	200.491302	4.740047	22.408142	
37.879059	30.544041	3.856933	9.715302	6.724445	
5.802103	4.845006	37.880810	30.545677	3.858174	
9.716057	6.724821	5.802486	4.845278	584.003723	
464.491455	459.857300	227.874756	112.011002	101.309113	
111.977867	0.001751	0.001636	0.001241	0.000755	
0.000376	0.000384	0.000272	66.505569	281.290222	
603.312927	200.491302	4.740047	22.408142	inf	
37.879059	30.544041	3.856933	9.715302	6.724445	
5.802103	4.845006	3.523699	37.880810	30.545677	
3.858174	9.716057	6.724821	5.802486	4.845278	
3.523905	584.003723	464.491455	459.857300	227.874756	
112.011002	101.309113	111.977867	77.145439	0.001751	
0.001636	0.001241	0.000755	0.000376	0.000384	
0.000272	0.000205	66.505569	281.290222	603.312927	
200.491302	4.740047	22.408142	inf	0.000000	
37.879059	30.544041	3.856933	9.715302	6.724445	
5.802103	4.845006	3.523699	2.835699	37.880810	
30.545677	3.858174	9.716057	6.724821	5.802486	
4.845278	3.523905	2.835890	584.003723	464.491455	
459.857300	227.874756	112.011002	101.309113	111.977867	
77.145439	60.512455	0.001751	0.001636	0.001241	
0.000755	0.000376	0.000384	0.000272	0.000205	
0.000191	66.505569	281.290222	603.312927	200.491302	
4.740047	22.408142	inf	0.000000	0.000000	
37.879059	30.544041	3.856933	9.715302	6.724445	
5.802103	4.845006	3.523699	2.835699	3.095997	
37.880810	30.545677	3.858174	9.716057	6.724821	
5.802486	4.845278	3.523905	2.835890	3.096194	
584.003723	464.491455	459.857300	227.874756	112.011002	
101.309113	111.977867	77.145439	60.512455	63.104263	
0.001751	0.001636	0.001241	0.000755	0.000376	
0.000384	0.000272	0.000205	0.000191	0.000197	
66.505569	281.290222	603.312927	200.491302	4.740047	
22.408142	inf	0.000000	0.000000	0.000000	
30.544041	3.856933	9.715302	6.724445	5.802103	
4.845006	3.523699	2.835699	3.095997	2.011574	
30.545677	3.858174	9.716057	6.724821	5.802486	
4.845278	3.523905	2.835890	3.096194	2.011720	
464.491455	459.857300	227.874756	112.011002	101.309113	
111.977867	77.145439	60.512455	63.104263	43.938747	
0.001636	0.001241	0.000755	0.000376	0.000384	
0.000272	0.000205	0.000191	0.000197	0.000147	
281.290222	603.312927	200.491302	4.740047	22.408142	
inf	0.000000	0.000000	0.000000	0.000000	
3.856933	9.715302	6.724445	5.802103	4.845006	
3.523699	2.835699	3.095997	2.011574	2.254912	
3.858174	9.716057	6.724821	5.802486	4.845278	
3.523905	2.835890	3.096194	2.011720	2.255084	
459.857300	227.874756	112.011002	101.309113	111.977867	
77.145439	60.512455	63.104263	43.938747	55.087227	
0.001241	0.000755	0.000376	0.000384	0.000272	
0.000205	0.000191	0.000197	0.000147	0.000172	
603.312927	200.491302	4.740047	22.408142	inf	
0.000000	0.000000	0.000000	0.000000	0.000000	
9.715302	6.724445	5.802103	4.845006	3.523699	
2.835699	3.095997	2.011574	2.254912	1.309441	
9.716057	6.724821	5.802486	4.845278	3.523905	
2.835890	3.096194	2.011720	2.255084	1.309560	
227.874756	112.011002	101.309113	111.977867	77.145439	
60.512455	63.104263	43.938747	55.087227	32.662601	
0.000755	0.000376	0.000384	0.000272	0.000205	
0.000191	0.000197	0.000147	0.000172	0.000118	
200.491302	4.740047	22.408142	inf	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
6.724445	5.802103	4.845006	3.523699	2.835699	
3.095997	2.011574	2.254912	1.309441	1.271856	
6.724821	5.802486	4.845278	3.523905	2.835890	
3.096194	2.011720	2.255084	1.309560	1.271959	
112.011002	101.309113	111.977867	77.145439	60.512455	
63.104263	43.938747	55.087227	32.662601	38.650391	
0.000376	0.000384	0.000272	0.000205	0.000191	
0.000197	0.000147	0.000172	0.000118	0.000103	
4.740047	22.408142	inf	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
5.802103	4.845006	3.523699	2.835699	3.095997	
2.011574	2.254912	1.309441	1.271856	1.327007	
5.802486	4.845278	3.523905	2.835890	3.096194	
2.011720	2.255084	1.309560	1.271959	1.327104	
101.309113	111.977867	77.145439	60.512455	63.104263	
43.938747	55.087227	32.662601	38.650391	38.892284	
0.000384	0.000272	0.000205	0.000191	0.000197	
0.000147	0.000172	0.000118	0.000103	0.000097	
22.408142	inf	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
4.845006	3.523699	2.835699	3.095997	2.011574	
2.254912	1.309441	1.271856	1.327007	1.306020	
4.845278	3.523905	2.835890	3.096194	2.011720	
2.255084	1.309560	1.271959	1.327104	1.306142	
111.977867	77.145439	60.512455	63.104263	43.938747	
55.087227	32.662601	38.650391	38.892284	28.494631	
0.000272	0.000205	0.000191	0.000197	0.000147	
0.000172	0.000118	0.000103	0.000097	0.000122	
inf	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
3.523699	2.835699	3.095997	2.011574	2.254912	
1.309441	1.271856	1.327007	1.306020	0.827761	
3.523905	2.835890	3.096194	2.011720	2.255084	
1.309560	1.271959	1.327104	1.306142	0.827839	
77.145439	60.512455	63.104263	43.938747	55.087227	
32.662601	38.650391	38.892284	28.494631	26.934999	
0.000205	0.000191	0.000197	0.000147	0.000172	
0.000118	0.000103	0.000097	0.000122	0.000078	
0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
2.835699	3.095997	2.011574	2.254912	1.309441	
1.271856	1.327007	1.306020	0.827761	0.934476	
2.835890	3.096194	2.011720	2.255084	1.309560	
