0.00,1.00,240.00,240.00,1.00,0.00,1.00,1.00,2.00,1.00,1.00,240.00,0.00
1.00,1.00,240.00,240.00,1.00,1.00,2.00,1.00,3.00,1.00,1.00,0.00,240.00
2.00,1.00,240.00,240.00,1.00,2.00,3.00,1.00,4.00,1.00,1.00,0.00,240.00
3.00,1.00,240.00,240.00,1.00,3.00,4.00,1.00,5.00,1.00,1.00,0.00,240.00
4.00,1.00,240.00,240.00,1.00,4.00,5.00,1.00,6.00,1.00,1.00,0.00,240.00
5.00,1.00,240.00,240.00,1.00,5.00,6.00,1.00,7.00,1.00,1.00,0.00,240.00
6.00,1.00,240.00,240.00,1.00,6.00,7.00,1.00,8.00,1.00,1.00,0.00,240.00
7.00,1.00,240.00,240.00,1.00,7.00,8.00,1.00,9.00,1.00,1.00,0.00,240.00
8.00,1.00,240.00,240.00,1.00,8.00,9.00,1.00,10.00,0.00,1.00,0.00,240.00
9.00,1.00,240.00,240.00,1.00,9.00,10.00,1.00,11.00,0.00,1.00,0.00,240.00
10.00,1.00,240.00,240.00,1.00,10.00,11.00,1.00,12.00,0.00,1.00,0.00,240.00
11.00,1.00,240.00,240.00,1.00,11.00,12.00,1.00,13.00,0.00,1.00,0.00,240.00
12.00,1.00,240.00,240.00,1.00,12.00,13.00,1.00,14.00,0.00,1.00,0.00,240.00
13.00,1.00,240.00,240.00,1.00,13.00,14.00,1.00,15.00,0.00,1.00,0.00,240.00
