Training began at: 2018-01-01
Training completed at: 
A2C algorithm
Number of Products 4
State Setting: INVENTORY
Reward function: VALUE_ADD
Planning Time Horizon = 7
Random seed: 
==============================================================================
Episode Results: 
total_reward	on_time	late	not_shipped	
19494.429198	0.632653	0.326531	0.040816	
28866.583870	0.795918	0.163265	0.040816	
13284.837498	0.530612	0.448980	0.020408	
30779.997530	0.857143	0.122449	0.020408	
28272.498972	0.836735	0.122449	0.040816	
23124.422436	0.632653	0.326531	0.040816	
27719.011061	0.795918	0.204082	0.000000	
31380.023821	0.897959	0.081633	0.020408	
20719.422299	0.653061	0.306122	0.040816	
22801.666593	0.612245	0.326531	0.061224	
22759.549257	0.836735	0.163265	0.000000	
29169.419979	0.857143	0.142857	0.000000	
26692.545357	0.734694	0.224490	0.040816	
21593.087390	0.612245	0.367347	0.020408	
20997.740747	0.714286	0.265306	0.020408	
3181.738326	0.510204	0.448980	0.040816	
22882.856926	0.795918	0.204082	0.000000	
14900.178790	0.551020	0.408163	0.040816	
29544.542365	0.836735	0.142857	0.020408	
27531.268718	0.795918	0.142857	0.061224	
26585.021916	0.775510	0.183673	0.040816	
27080.682272	0.795918	0.163265	0.040816	
23803.466017	0.632653	0.306122	0.061224	
-22223.647724	0.285714	0.673469	0.040816	
28225.783548	0.836735	0.142857	0.020408	
25725.273223	0.653061	0.285714	0.061224	
23786.122741	0.755102	0.244898	0.000000	
25411.009177	0.816327	0.142857	0.040816	
29371.976556	0.816327	0.163265	0.020408	
21272.912188	0.734694	0.265306	0.000000	
13343.796796	0.571429	0.387755	0.040816	
31639.368164	0.897959	0.081633	0.020408	
30837.101965	0.877551	0.102041	0.020408	
25505.017038	0.612245	0.326531	0.061224	
18843.118497	0.673469	0.306122	0.020408	
27419.856453	0.755102	0.224490	0.020408	
27470.384430	0.795918	0.183673	0.020408	
29111.488776	0.857143	0.122449	0.020408	
32804.908731	0.897959	0.102041	0.000000	
29030.548408	0.857143	0.102041	0.040816	
31143.367051	0.836735	0.122449	0.040816	
18978.907596	0.653061	0.285714	0.061224	
28408.367975	0.816327	0.163265	0.020408	
28425.027082	0.816327	0.163265	0.020408	
27509.559952	0.775510	0.204082	0.020408	
19061.632754	0.551020	0.408163	0.040816	
30726.641688	0.897959	0.102041	0.000000	
30005.835344	0.816327	0.163265	0.020408	
29686.880933	0.816327	0.142857	0.040816	
29179.576399	0.755102	0.204082	0.040816	
30819.438084	0.836735	0.163265	0.000000	
19141.670426	0.673469	0.306122	0.020408	
19560.908968	0.714286	0.265306	0.020408	
30873.193931	0.877551	0.102041	0.020408	
28748.584979	0.755102	0.204082	0.040816	
21613.598181	0.673469	0.285714	0.040816	
22198.474107	0.673469	0.285714	0.040816	
29097.030250	0.857143	0.142857	0.000000	
28460.398900	0.795918	0.142857	0.061224	
-21960.174853	0.244898	0.469388	0.285714	
29030.910837	0.836735	0.163265	0.000000	
25747.501986	0.775510	0.142857	0.081633	
23826.099518	0.734694	0.244898	0.020408	
28709.404573	0.816327	0.142857	0.040816	
28578.114349	0.775510	0.183673	0.040816	
27901.512195	0.816327	0.142857	0.040816	
-5443.876955	0.326531	0.571429	0.102041	
25188.418483	0.755102	0.204082	0.040816	
28176.033183	0.734694	0.224490	0.040816	
20271.075497	0.673469	0.265306	0.061224	
31001.789984	0.877551	0.122449	0.000000	
22663.873399	0.673469	0.306122	0.020408	
25274.279613	0.693878	0.265306	0.040816	
22459.331246	0.755102	0.204082	0.040816	
25194.102697	0.693878	0.265306	0.040816	
20909.652212	0.653061	0.306122	0.040816	
30192.188565	0.816327	0.142857	0.040816	
21600.434284	0.714286	0.244898	0.040816	
14052.005011	0.408163	0.591837	0.000000	
27548.160410	0.775510	0.142857	0.081633	
26022.270083	0.775510	0.183673	0.040816	
21222.338325	0.612245	0.387755	0.000000	
12032.767774	0.489796	0.489796	0.020408	
-17243.638412	0.306122	0.612245	0.081633	
29266.894434	0.877551	0.081633	0.040816	
25978.965982	0.714286	0.224490	0.061224	
27196.418829	0.755102	0.244898	0.000000	
21861.301480	0.673469	0.244898	0.081633	
11622.927247	0.489796	0.469388	0.040816	
-15102.875905	0.306122	0.571429	0.122449	
26082.340486	0.734694	0.244898	0.020408	
23730.872229	0.489796	0.510204	0.000000	
30561.823757	0.857143	0.081633	0.061224	
30947.849027	0.836735	0.122449	0.040816	
11126.570438	0.510204	0.489796	0.000000	
28099.115585	0.755102	0.163265	0.081633	
25230.432555	0.775510	0.183673	0.040816	
24880.595115	0.673469	0.306122	0.020408	
28295.867239	0.857143	0.102041	0.040816	
27297.744060	0.775510	0.183673	0.040816	
-27799.528132	0.183673	0.591837	0.224490	
24649.118737	0.673469	0.224490	0.102041	
15425.284548	0.612245	0.367347	0.020408	
6619.876910	0.530612	0.448980	0.020408	
27931.518096	0.816327	0.163265	0.020408	
26878.844525	0.755102	0.224490	0.020408	
26933.358686	0.816327	0.142857	0.040816	
26568.306236	0.775510	0.204082	0.020408	
31466.663493	0.897959	0.081633	0.020408	
29580.465308	0.877551	0.081633	0.040816	
24150.568732	0.653061	0.306122	0.040816	
28675.120372	0.816327	0.183673	0.000000	
28665.448549	0.857143	0.142857	0.000000	
16268.736689	0.469388	0.510204	0.020408	
30138.635525	0.816327	0.163265	0.020408	
8384.447442	0.632653	0.367347	0.000000	
31131.459828	0.877551	0.081633	0.040816	
31048.164339	0.877551	0.102041	0.020408	
19397.125903	0.612245	0.346939	0.040816	
22626.618521	0.673469	0.285714	0.040816	
22871.078100	0.714286	0.224490	0.061224	
21741.082437	0.591837	0.346939	0.061224	
31787.786669	0.897959	0.061224	0.040816	
27826.075111	0.836735	0.163265	0.000000	
30145.691398	0.877551	0.102041	0.020408	
25661.495302	0.755102	0.204082	0.040816	
29006.296699	0.857143	0.142857	0.000000	
27745.472063	0.714286	0.285714	0.000000	
31978.000863	0.918367	0.081633	0.000000	
28013.779005	0.734694	0.265306	0.000000	
26910.351151	0.755102	0.224490	0.020408	
28683.769028	0.836735	0.163265	0.000000	
31241.999880	0.897959	0.081633	0.020408	
29945.665899	0.816327	0.142857	0.040816	
20325.299188	0.653061	0.326531	0.020408	
26745.849989	0.755102	0.224490	0.020408	
27186.705534	0.816327	0.163265	0.020408	
22892.662282	0.714286	0.224490	0.061224	
25664.978954	0.755102	0.244898	0.000000	
24728.553323	0.775510	0.204082	0.020408	
-1845.502901	0.428571	0.510204	0.061224	
29996.825002	0.836735	0.142857	0.020408	
30125.515277	0.897959	0.081633	0.020408	
32124.766096	0.897959	0.102041	0.000000	
27973.068330	0.816327	0.163265	0.020408	
21829.049800	0.775510	0.204082	0.020408	
28908.170161	0.857143	0.142857	0.000000	
24699.010496	0.734694	0.244898	0.020408	
26146.601551	0.714286	0.224490	0.061224	
25787.485351	0.673469	0.306122	0.020408	
26813.293392	0.775510	0.224490	0.000000	
26905.537892	0.673469	0.244898	0.081633	
26892.873501	0.795918	0.163265	0.040816	
28673.412572	0.795918	0.122449	0.081633	
15260.556091	0.734694	0.224490	0.040816	
30553.407510	0.918367	0.061224	0.020408	
24246.725693	0.673469	0.224490	0.102041	
23083.992968	0.693878	0.224490	0.081633	
12396.594576	0.591837	0.408163	0.000000	
26191.534053	0.775510	0.183673	0.040816	
26830.064295	0.775510	0.204082	0.020408	
-1036.263076	0.428571	0.551020	0.020408	
29231.988443	0.816327	0.163265	0.020408	
29469.687624	0.857143	0.122449	0.020408	
27596.230142	0.775510	0.204082	0.020408	
29807.959360	0.775510	0.204082	0.020408	
29136.820863	0.836735	0.122449	0.040816	
26310.743438	0.816327	0.142857	0.040816	
16389.950165	0.551020	0.428571	0.020408	
24984.280267	0.693878	0.285714	0.020408	
28469.328206	0.795918	0.204082	0.000000	
