total_loss	policy_loss	value_loss	entropy_loss	kl_divergence	
34.410702	34.412472	442.256500	0.001771	272.802704	
34.410702	28.881498	34.412472	28.882935	442.256500	
422.178986	0.001771	0.001436	272.802704	62.225777	
34.410702	28.881498	25.948938	34.412472	28.882935	
25.950474	442.256500	422.178986	404.906097	0.001771	
0.001436	0.001536	272.802704	62.225777	430.130310	
34.410702	28.881498	25.948938	8.863114	34.412472	
28.882935	25.950474	8.864807	442.256500	422.178986	
404.906097	158.171906	0.001771	0.001436	0.001536	
0.001693	272.802704	62.225777	430.130310	54.716934	
34.410702	28.881498	25.948938	8.863114	-31.835751	
34.412472	28.882935	25.950474	8.864807	-31.834156	
442.256500	422.178986	404.906097	158.171906	895.300293	
0.001771	0.001436	0.001536	0.001693	0.001595	
272.802704	62.225777	430.130310	54.716934	39.421707	
34.410702	28.881498	25.948938	8.863114	-31.835751	
-0.888465	34.412472	28.882935	25.950474	8.864807	
-31.834156	-0.886812	442.256500	422.178986	404.906097	
158.171906	895.300293	402.028931	0.001771	0.001436	
0.001536	0.001693	0.001595	0.001653	272.802704	
62.225777	430.130310	54.716934	39.421707	17.615822	
34.410702	28.881498	25.948938	8.863114	-31.835751	
-0.888465	17.728462	34.412472	28.882935	25.950474	
8.864807	-31.834156	-0.886812	17.730068	442.256500	
422.178986	404.906097	158.171906	895.300293	402.028931	
255.804886	0.001771	0.001436	0.001536	0.001693	
0.001595	0.001653	0.001607	272.802704	62.225777	
430.130310	54.716934	39.421707	17.615822	24.907070	
34.410702	28.881498	25.948938	8.863114	-31.835751	
-0.888465	17.728462	24.455824	34.412472	28.882935	
25.950474	8.864807	-31.834156	-0.886812	17.730068	
24.457516	442.256500	422.178986	404.906097	158.171906	
895.300293	402.028931	255.804886	344.971375	0.001771	
0.001436	0.001536	0.001693	0.001595	0.001653	
0.001607	0.001692	272.802704	62.225777	430.130310	
54.716934	39.421707	17.615822	24.907070	1.030319	
34.410702	28.881498	25.948938	8.863114	-31.835751	
-0.888465	17.728462	24.455824	30.349056	34.412472	
28.882935	25.950474	8.864807	-31.834156	-0.886812	
17.730068	24.457516	30.350716	442.256500	422.178986	
404.906097	158.171906	895.300293	402.028931	255.804886	
344.971375	466.071045	0.001771	0.001436	0.001536	
0.001693	0.001595	0.001653	0.001607	0.001692	
0.001659	272.802704	62.225777	430.130310	54.716934	
39.421707	17.615822	24.907070	1.030319	1.772900	
34.410702	28.881498	25.948938	8.863114	-31.835751	
-0.888465	17.728462	24.455824	30.349056	28.999977	
34.412472	28.882935	25.950474	8.864807	-31.834156	
-0.886812	17.730068	24.457516	30.350716	29.001663	
442.256500	422.178986	404.906097	158.171906	895.300293	
402.028931	255.804886	344.971375	466.071045	417.523773	
0.001771	0.001436	0.001536	0.001693	0.001595	
0.001653	0.001607	0.001692	0.001659	0.001686	
272.802704	62.225777	430.130310	54.716934	39.421707	
17.615822	24.907070	1.030319	1.772900	3.118146	
28.881498	25.948938	8.863114	-31.835751	-0.888465	
17.728462	24.455824	30.349056	28.999977	32.202843	
28.882935	25.950474	8.864807	-31.834156	-0.886812	
17.730068	24.457516	30.350716	29.001663	32.204502	
422.178986	404.906097	158.171906	895.300293	402.028931	
255.804886	344.971375	466.071045	417.523773	506.339020	
0.001436	0.001536	0.001693	0.001595	0.001653	
0.001607	0.001692	0.001659	0.001686	0.001661	
62.225777	430.130310	54.716934	39.421707	17.615822	
24.907070	1.030319	1.772900	3.118146	20.272659	
25.948938	8.863114	-31.835751	-0.888465	17.728462	
24.455824	30.349056	28.999977	32.202843	29.254173	
25.950474	8.864807	-31.834156	-0.886812	17.730068	
24.457516	30.350716	29.001663	32.204502	29.255730	
404.906097	158.171906	895.300293	402.028931	255.804886	
344.971375	466.071045	417.523773	506.339020	446.353516	
0.001536	0.001693	0.001595	0.001653	0.001607	
0.001692	0.001659	0.001686	0.001661	0.001556	
430.130310	54.716934	39.421707	17.615822	24.907070	
1.030319	1.772900	3.118146	20.272659	1.396224	
8.863114	-31.835751	-0.888465	17.728462	24.455824	
30.349056	28.999977	32.202843	29.254173	31.397812	
8.864807	-31.834156	-0.886812	17.730068	24.457516	
30.350716	29.001663	32.204502	29.255730	31.399363	
158.171906	895.300293	402.028931	255.804886	344.971375	
466.071045	417.523773	506.339020	446.353516	543.815308	
0.001693	0.001595	0.001653	0.001607	0.001692	
0.001659	0.001686	0.001661	0.001556	0.001551	
54.716934	39.421707	17.615822	24.907070	1.030319	
1.772900	3.118146	20.272659	1.396224	9.457457	
-31.835751	-0.888465	17.728462	24.455824	30.349056	
28.999977	32.202843	29.254173	31.397812	22.909807	
-31.834156	-0.886812	17.730068	24.457516	30.350716	
29.001663	32.204502	29.255730	31.399363	22.911360	
895.300293	402.028931	255.804886	344.971375	466.071045	
417.523773	506.339020	446.353516	543.815308	371.427460	
0.001595	0.001653	0.001607	0.001692	0.001659	
0.001686	0.001661	0.001556	0.001551	0.001552	
39.421707	17.615822	24.907070	1.030319	1.772900	
3.118146	20.272659	1.396224	9.457457	11.700437	
-0.888465	17.728462	24.455824	30.349056	28.999977	
32.202843	29.254173	31.397812	22.909807	17.149309	
-0.886812	17.730068	24.457516	30.350716	29.001663	
32.204502	29.255730	31.399363	22.911360	17.150915	
402.028931	255.804886	344.971375	466.071045	417.523773	
506.339020	446.353516	543.815308	371.427460	498.842285	
0.001653	0.001607	0.001692	0.001659	0.001686	
0.001661	0.001556	0.001551	0.001552	0.001606	
17.615822	24.907070	1.030319	1.772900	3.118146	
20.272659	1.396224	9.457457	11.700437	13.973769	
17.728462	24.455824	30.349056	28.999977	32.202843	
29.254173	31.397812	22.909807	17.149309	-4.988154	
17.730068	24.457516	30.350716	29.001663	32.204502	
29.255730	31.399363	22.911360	17.150915	-4.986709	
255.804886	344.971375	466.071045	417.523773	506.339020	
446.353516	543.815308	371.427460	498.842285	962.015930	
0.001607	0.001692	0.001659	0.001686	0.001661	
0.001556	0.001551	0.001552	0.001606	0.001445	
24.907070	1.030319	1.772900	3.118146	20.272659	
1.396224	9.457457	11.700437	13.973769	96.095459	
24.455824	30.349056	28.999977	32.202843	29.254173	
31.397812	22.909807	17.149309	-4.988154	-6.598115	
24.457516	30.350716	29.001663	32.204502	29.255730	
31.399363	22.911360	17.150915	-4.986709	-6.597008	
344.971375	466.071045	417.523773	506.339020	446.353516	
543.815308	371.427460	498.842285	962.015930	1333.883911	
0.001692	0.001659	0.001686	0.001661	0.001556	
0.001551	0.001552	0.001606	0.001445	0.001107	
1.030319	1.772900	3.118146	20.272659	1.396224	
9.457457	11.700437	13.973769	96.095459	1169.674805	
30.349056	28.999977	32.202843	29.254173	31.397812	
22.909807	17.149309	-4.988154	-6.598115	4.688462	
30.350716	29.001663	32.204502	29.255730	31.399363	
22.911360	17.150915	-4.986709	-6.597008	4.688954	
466.071045	417.523773	506.339020	446.353516	543.815308	
371.427460	498.842285	962.015930	1333.883911	1942.927368	
0.001659	0.001686	0.001661	0.001556	0.001551	
0.001552	0.001606	0.001445	0.001107	0.000493	
1.772900	3.118146	20.272659	1.396224	9.457457	
11.700437	13.973769	96.095459	1169.674805	inf	
28.999977	32.202843	29.254173	31.397812	22.909807	
17.149309	-4.988154	-6.598115	4.688462	2.006338	
29.001663	32.204502	29.255730	31.399363	22.911360	
17.150915	-4.986709	-6.597008	4.688954	2.006581	
417.523773	506.339020	446.353516	543.815308	371.427460	
498.842285	962.015930	1333.883911	1942.927368	308.603851	
0.001686	0.001661	0.001556	0.001551	0.001552	
0.001606	0.001445	0.001107	0.000493	0.000242	
3.118146	20.272659	1.396224	9.457457	11.700437	
13.973769	96.095459	1169.674805	inf	0.000000	
