total_loss	policy_loss	value_loss	entropy_loss	kl_divergence	
12.697538	12.697783	25842.468750	0.000246	0.000000	
12.697538	14.045333	12.697783	14.045588	25842.468750	
21157.900391	0.000246	0.000254	0.000000	0.000000	
12.697538	14.045333	10.724751	12.697783	14.045588	
10.724992	25842.468750	21157.900391	17074.667969	0.000246	
0.000254	0.000240	0.000000	0.000000	0.000000	
12.697538	14.045333	10.724751	10.705595	12.697783	
14.045588	10.724992	10.705848	25842.468750	21157.900391	
17074.667969	13510.546875	0.000246	0.000254	0.000240	
0.000253	0.000000	0.000000	0.000000	0.000000	
12.697538	14.045333	10.724751	10.705595	8.988925	
12.697783	14.045588	10.724992	10.705848	8.989178	
25842.468750	21157.900391	17074.667969	13510.546875	10626.738281	
0.000246	0.000254	0.000240	0.000253	0.000253	
0.000000	0.000000	0.000000	0.000000	0.000000	
12.697538	14.045333	10.724751	10.705595	8.988925	
8.261167	12.697783	14.045588	10.724992	10.705848	
8.989178	8.261419	25842.468750	21157.900391	17074.667969	
13510.546875	10626.738281	8121.219238	0.000246	0.000254	
0.000240	0.000253	0.000253	0.000253	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
12.697538	14.045333	10.724751	10.705595	8.988925	
8.261167	7.268133	12.697783	14.045588	10.724992	
10.705848	8.989178	8.261419	7.268389	25842.468750	
21157.900391	17074.667969	13510.546875	10626.738281	8121.219238	
6084.968750	0.000246	0.000254	0.000240	0.000253	
0.000253	0.000253	0.000256	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
12.697538	14.045333	10.724751	10.705595	8.988925	
8.261167	7.268133	4.292127	12.697783	14.045588	
10.724992	10.705848	8.989178	8.261419	7.268389	
4.292355	25842.468750	21157.900391	17074.667969	13510.546875	
10626.738281	8121.219238	6084.968750	4205.939453	0.000246	
0.000254	0.000240	0.000253	0.000253	0.000253	
0.000256	0.000229	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
12.697538	14.045333	10.724751	10.705595	8.988925	
8.261167	7.268133	4.292127	4.270915	12.697783	
14.045588	10.724992	10.705848	8.989178	8.261419	
7.268389	4.292355	4.271176	25842.468750	21157.900391	
17074.667969	13510.546875	10626.738281	8121.219238	6084.968750	
4205.939453	2747.837158	0.000246	0.000254	0.000240	
0.000253	0.000253	0.000253	0.000256	0.000229	
0.000261	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
12.697538	14.045333	10.724751	10.705595	8.988925	
8.261167	7.268133	4.292127	4.270915	3.885634	
12.697783	14.045588	10.724992	10.705848	8.989178	
8.261419	7.268389	4.292355	4.271176	3.885895	
25842.468750	21157.900391	17074.667969	13510.546875	10626.738281	
8121.219238	6084.968750	4205.939453	2747.837158	1577.264771	
0.000246	0.000254	0.000240	0.000253	0.000253	
0.000253	0.000256	0.000229	0.000261	0.000261	
0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
12.697538	14.045333	10.724751	10.705595	8.988925	
8.261167	7.268133	4.292127	4.270915	3.885634	
2.132182	12.697783	14.045588	10.724992	10.705848	
8.989178	8.261419	7.268389	4.292355	4.271176	
3.885895	2.132430	25842.468750	21157.900391	17074.667969	
13510.546875	10626.738281	8121.219238	6084.968750	4205.939453	
2747.837158	1577.264771	717.213745	0.000246	0.000254	
0.000240	0.000253	0.000253	0.000253	0.000256	
0.000229	0.000261	0.000261	0.000248	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
12.697538	14.045333	10.724751	10.705595	8.988925	
8.261167	7.268133	4.292127	4.270915	3.885634	
2.132182	1.087453	12.697783	14.045588	10.724992	
10.705848	8.989178	8.261419	7.268389	4.292355	
4.271176	3.885895	2.132430	1.087726	25842.468750	
21157.900391	17074.667969	13510.546875	10626.738281	8121.219238	
6084.968750	4205.939453	2747.837158	1577.264771	717.213745	
311.782867	0.000246	0.000254	0.000240	0.000253	
0.000253	0.000253	0.000256	0.000229	0.000261	
0.000261	0.000248	0.000273	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
12.697538	14.045333	10.724751	10.705595	8.988925	
8.261167	7.268133	4.292127	4.270915	3.885634	
2.132182	1.087453	-0.139827	12.697783	14.045588	
10.724992	10.705848	8.989178	8.261419	7.268389	
4.292355	4.271176	3.885895	2.132430	1.087726	
-0.139561	25842.468750	21157.900391	17074.667969	13510.546875	
10626.738281	8121.219238	6084.968750	4205.939453	2747.837158	
1577.264771	717.213745	311.782867	273.381012	0.000246	
0.000254	0.000240	0.000253	0.000253	0.000253	
0.000256	0.000229	0.000261	0.000261	0.000248	
0.000273	0.000266	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
12.697538	14.045333	10.724751	10.705595	8.988925	
8.261167	7.268133	4.292127	4.270915	3.885634	
2.132182	1.087453	-0.139827	-1.474921	12.697783	
14.045588	10.724992	10.705848	8.989178	8.261419	
7.268389	4.292355	4.271176	3.885895	2.132430	
1.087726	-0.139561	-1.474618	25842.468750	21157.900391	
17074.667969	13510.546875	10626.738281	8121.219238	6084.968750	
4205.939453	2747.837158	1577.264771	717.213745	311.782867	
273.381012	504.733795	0.000246	0.000254	0.000240	
0.000253	0.000253	0.000253	0.000256	0.000229	
0.000261	0.000261	0.000248	0.000273	0.000266	
0.000303	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
12.697538	14.045333	10.724751	10.705595	8.988925	
8.261167	7.268133	4.292127	4.270915	3.885634	
2.132182	1.087453	-0.139827	-1.474921	-2.896591	
12.697783	14.045588	10.724992	10.705848	8.989178	
8.261419	7.268389	4.292355	4.271176	3.885895	
2.132430	1.087726	-0.139561	-1.474618	-2.896268	
25842.468750	21157.900391	17074.667969	13510.546875	10626.738281	
8121.219238	6084.968750	4205.939453	2747.837158	1577.264771	
717.213745	311.782867	273.381012	504.733795	937.368835	
0.000246	0.000254	0.000240	0.000253	0.000253	
0.000253	0.000256	0.000229	0.000261	0.000261	
0.000248	0.000273	0.000266	0.000303	0.000323	
0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
12.697538	14.045333	10.724751	10.705595	8.988925	
8.261167	7.268133	4.292127	4.270915	3.885634	
2.132182	1.087453	-0.139827	-1.474921	-2.896591	
-3.255136	12.697783	14.045588	10.724992	10.705848	
8.989178	8.261419	7.268389	4.292355	4.271176	
3.885895	2.132430	1.087726	-0.139561	-1.474618	
-2.896268	-3.254832	25842.468750	21157.900391	17074.667969	
13510.546875	10626.738281	8121.219238	6084.968750	4205.939453	
2747.837158	1577.264771	717.213745	311.782867	273.381012	
504.733795	937.368835	1431.401733	0.000246	0.000254	
0.000240	0.000253	0.000253	0.000253	0.000256	
0.000229	0.000261	0.000261	0.000248	0.000273	
0.000266	0.000303	0.000323	0.000304	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
12.697538	14.045333	10.724751	10.705595	8.988925	
8.261167	7.268133	4.292127	4.270915	3.885634	
2.132182	1.087453	-0.139827	-1.474921	-2.896591	
-3.255136	-4.374378	12.697783	14.045588	10.724992	
10.705848	8.989178	8.261419	7.268389	4.292355	
4.271176	3.885895	2.132430	1.087726	-0.139561	
-1.474618	-2.896268	-3.254832	-4.374052	25842.468750	
21157.900391	17074.667969	13510.546875	10626.738281	8121.219238	
6084.968750	4205.939453	2747.837158	1577.264771	717.213745	
311.782867	273.381012	504.733795	937.368835	1431.401733	
1963.877808	0.000246	0.000254	0.000240	0.000253	
0.000253	0.000253	0.000256	0.000229	0.000261	
0.000261	0.000248	0.000273	0.000266	0.000303	
0.000323	0.000304	0.000326	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
12.697538	14.045333	10.724751	10.705595	8.988925	
8.261167	7.268133	4.292127	4.270915	3.885634	
2.132182	1.087453	-0.139827	-1.474921	-2.896591	
-3.255136	-4.374378	-4.405857	12.697783	14.045588	
10.724992	10.705848	8.989178	8.261419	7.268389	
4.292355	4.271176	3.885895	2.132430	1.087726	
-0.139561	-1.474618	-2.896268	-3.254832	-4.374052	
-4.405550	25842.468750	21157.900391	17074.667969	13510.546875	
10626.738281	8121.219238	6084.968750	4205.939453	2747.837158	
1577.264771	717.213745	311.782867	273.381012	504.733795	
937.368835	1431.401733	1963.877808	2167.156494	0.000246	
0.000254	0.000240	0.000253	0.000253	0.000253	
0.000256	0.000229	0.000261	0.000261	0.000248	
0.000273	0.000266	0.000303	0.000323	0.000304	
0.000326	0.000306	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
12.697538	14.045333	10.724751	10.705595	8.988925	
