Training began at: 2018-01-01
Training completed at: 
A2C algorithm
Number of Products 6
State Setting: INV_BALANCE_PRODUCTION
Reward function: OTD1
Planning Time Horizon = 7
Random seed: 
==============================================================================
Episode Results: 
total_reward	on_time	late	not_shipped	
0.890159	0.877841	0.116477	0.005682	
0.841481	0.889205	0.105114	0.005682	
0.750820	0.766382	0.150997	0.082621	
0.643959	0.636364	0.173295	0.190341	
0.738981	0.720798	0.276353	0.002849	
0.752276	0.791429	0.208571	0.000000	
0.730013	0.775568	0.215909	0.008523	
0.784246	0.784091	0.210227	0.005682	
0.869537	0.911681	0.085470	0.002849	
0.784074	0.821023	0.173295	0.005682	
0.873430	0.911429	0.088571	0.000000	
0.837055	0.826705	0.167614	0.005682	
0.667897	0.656250	0.338068	0.005682	
0.871578	0.852273	0.142045	0.005682	
0.553889	0.572650	0.407407	0.019943	
0.913673	0.923729	0.064972	0.011299	
0.770877	0.754986	0.242165	0.002849	
0.692923	0.678977	0.269886	0.051136	
0.755648	0.759887	0.214689	0.025424	
0.804272	0.790368	0.201133	0.008499	
0.867407	0.875706	0.096045	0.028249	
0.736728	0.731638	0.161017	0.107345	
0.565467	0.612536	0.179487	0.207977	
0.650860	0.644886	0.232955	0.122159	
0.701817	0.725212	0.192635	0.082153	
0.722646	0.740741	0.105413	0.153846	
0.707055	0.720798	0.185185	0.094017	
0.712112	0.717514	0.141243	0.141243	
0.386116	0.411429	0.188571	0.400000	
0.449290	0.473239	0.169014	0.357746	
0.135331	0.140000	0.040000	0.820000	
0.709594	0.753541	0.104816	0.141643	
0.347460	0.361582	0.036723	0.601695	
0.431468	0.415954	0.111111	0.472934	
0.312928	0.305085	0.096045	0.598870	
0.450026	0.470085	0.068376	0.461538	
0.399921	0.392157	0.072829	0.535014	
0.245454	0.241477	0.127841	0.630682	
0.458832	0.445070	0.084507	0.470423	
0.347937	0.356125	0.025641	0.618234	
0.394008	0.391549	0.045070	0.563380	
0.448006	0.507123	0.074074	0.418803	
0.543426	0.573446	0.079096	0.347458	
0.611781	0.602273	0.085227	0.312500	
0.475251	0.492877	0.014245	0.492877	
0.380608	0.382436	0.028329	0.589235	
0.494506	0.448864	0.079545	0.471591	
0.414775	0.406780	0.045198	0.548023	
0.400960	0.435028	0.062147	0.502825	
0.382979	0.372881	0.028249	0.598870	
0.540608	0.542373	0.096045	0.361582	
0.357959	0.377143	0.060000	0.562857	
0.404775	0.416431	0.076487	0.507082	
0.439248	0.445070	0.056338	0.498592	
0.348761	0.363636	0.017045	0.619318	
0.454281	0.471591	0.056818	0.471591	
0.420891	0.403409	0.071023	0.525568	
0.435616	0.434659	0.031250	0.534091	
0.378854	0.393162	0.019943	0.586895	
0.406596	0.397183	0.053521	0.549296	
0.398377	0.361345	0.005602	0.633053	
0.376706	0.357746	0.092958	0.549296	
0.350481	0.376771	0.019830	0.603399	
0.385600	0.406250	0.028409	0.565341	
0.352557	0.362360	0.042135	0.595506	
0.382130	0.371105	0.008499	0.620397	
0.334960	0.348442	0.036827	0.614731	
0.345071	0.327684	0.019774	0.652542	
0.330794	0.335211	0.014085	0.650704	
0.334586	0.355932	0.036723	0.607345	
0.380529	0.368272	0.067989	0.563739	
0.308166	0.288571	0.028571	0.682857	
0.380018	0.352273	0.005682	0.642045	
0.354462	0.353933	0.039326	0.606742	
0.324565	0.326705	0.031250	0.642045	
0.379709	0.385714	0.045714	0.568571	
0.365154	0.339943	0.053824	0.606232	
0.273325	0.261972	0.025352	0.712676	
0.335608	0.342776	0.050992	0.606232	
0.332894	0.338068	0.014205	0.647727	
0.329907	0.358757	0.028249	0.612994	
0.262377	0.252125	0.000000	0.747875	
0.303320	0.294618	0.042493	0.662890	
0.444356	0.451977	0.011299	0.536723	
0.346716	0.333333	0.022792	0.643875	
0.224052	0.214689	0.008475	0.776836	
0.322751	0.315341	0.034091	0.650568	
0.318819	0.333333	0.068376	0.598291	
0.308498	0.311615	0.005666	0.682720	
0.301662	0.305949	0.031161	0.662890	
0.359481	0.327684	0.039548	0.632768	
0.248620	0.281250	0.031250	0.687500	
0.220309	0.228571	0.017143	0.754286	
0.336922	0.330484	0.014245	0.655271	
0.427573	0.434659	0.068182	0.497159	
0.271918	0.276353	0.034188	0.689459	
0.304577	0.280453	0.073654	0.645892	
0.294683	0.294618	0.025496	0.679887	
0.290551	0.280453	0.042493	0.677054	
0.242077	0.260623	0.022663	0.716714	
0.180079	0.191549	0.008451	0.800000	
0.321063	0.310734	0.031073	0.658192	
0.387712	0.376771	0.039660	0.583569	
0.251883	0.257790	0.033994	0.708215	
0.349242	0.326705	0.014205	0.659091	
0.267941	0.268362	0.019774	0.711864	
0.275177	0.289773	0.008523	0.701705	
0.242888	0.261972	0.033803	0.704225	
0.261499	0.252841	0.011364	0.735795	
0.370013	0.347458	0.019774	0.632768	
