total_loss	policy_loss	value_loss	entropy_loss	kl_divergence	
49.149532	49.151276	925.208801	0.001744	72.927979	
49.149532	46.228867	49.151276	46.230564	925.208801	
857.730652	0.001744	0.001699	72.927979	42.885315	
49.149532	46.228867	43.099247	49.151276	46.230564	
43.100952	925.208801	857.730652	791.390747	0.001744	
0.001699	0.001703	72.927979	42.885315	41.151569	
49.149532	46.228867	43.099247	26.664593	49.151276	
46.230564	43.100952	26.666151	925.208801	857.730652	
791.390747	546.612610	0.001744	0.001699	0.001703	
0.001558	72.927979	42.885315	41.151569	53.186188	
49.149532	46.228867	43.099247	26.664593	-20.514055	
49.151276	46.230564	43.100952	26.666151	-20.512676	
925.208801	857.730652	791.390747	546.612610	2535.707031	
0.001744	0.001699	0.001703	0.001558	0.001378	
72.927979	42.885315	41.151569	53.186188	675.104736	
49.149532	46.228867	43.099247	26.664593	-20.514055	
11.647985	49.151276	46.230564	43.100952	26.666151	
-20.512676	11.648461	925.208801	857.730652	791.390747	
546.612610	2535.707031	1935.735229	0.001744	0.001699	
0.001703	0.001558	0.001378	0.000477	72.927979	
42.885315	41.151569	53.186188	675.104736	51.725479	
49.149532	46.228867	43.099247	26.664593	-20.514055	
11.647985	7.101234	49.151276	46.230564	43.100952	
26.666151	-20.512676	11.648461	7.101547	925.208801	
857.730652	791.390747	546.612610	2535.707031	1935.735229	
318.014893	0.001744	0.001699	0.001703	0.001558	
0.001378	0.000477	0.000313	72.927979	42.885315	
41.151569	53.186188	675.104736	51.725479	11.334507	
49.149532	46.228867	43.099247	26.664593	-20.514055	
11.647985	7.101234	6.292249	49.151276	46.230564	
43.100952	26.666151	-20.512676	11.648461	7.101547	
6.292521	925.208801	857.730652	791.390747	546.612610	
2535.707031	1935.735229	318.014893	196.480438	0.001744	
0.001699	0.001703	0.001558	0.001378	0.000477	
0.000313	0.000272	72.927979	42.885315	41.151569	
53.186188	675.104736	51.725479	11.334507	31.610907	
49.149532	46.228867	43.099247	26.664593	-20.514055	
11.647985	7.101234	6.292249	5.420107	49.151276	
46.230564	43.100952	26.666151	-20.512676	11.648461	
7.101547	6.292521	5.420457	925.208801	857.730652	
791.390747	546.612610	2535.707031	1935.735229	318.014893	
196.480438	135.093338	0.001744	0.001699	0.001703	
0.001558	0.001378	0.000477	0.000313	0.000272	
0.000351	72.927979	42.885315	41.151569	53.186188	
675.104736	51.725479	11.334507	31.610907	inf	
49.149532	46.228867	43.099247	26.664593	-20.514055	
11.647985	7.101234	6.292249	5.420107	6.077757	
49.151276	46.230564	43.100952	26.666151	-20.512676	
11.648461	7.101547	6.292521	5.420457	6.078213	
925.208801	857.730652	791.390747	546.612610	2535.707031	
1935.735229	318.014893	196.480438	135.093338	133.735672	
0.001744	0.001699	0.001703	0.001558	0.001378	
0.000477	0.000313	0.000272	0.000351	0.000456	
72.927979	42.885315	41.151569	53.186188	675.104736	
51.725479	11.334507	31.610907	inf	152.598450	
46.228867	43.099247	26.664593	-20.514055	11.647985	
7.101234	6.292249	5.420107	6.077757	4.050197	
46.230564	43.100952	26.666151	-20.512676	11.648461	
7.101547	6.292521	5.420457	6.078213	4.050412	
857.730652	791.390747	546.612610	2535.707031	1935.735229	
318.014893	196.480438	135.093338	133.735672	136.690918	
0.001699	0.001703	0.001558	0.001378	0.000477	
0.000313	0.000272	0.000351	0.000456	0.000215	
42.885315	41.151569	53.186188	675.104736	51.725479	
11.334507	31.610907	inf	152.598450	0.000000	
43.099247	26.664593	-20.514055	11.647985	7.101234	
6.292249	5.420107	6.077757	4.050197	4.433377	
43.100952	26.666151	-20.512676	11.648461	7.101547	
6.292521	5.420457	6.078213	4.050412	4.433606	
791.390747	546.612610	2535.707031	1935.735229	318.014893	
196.480438	135.093338	133.735672	136.690918	149.167862	
0.001703	0.001558	0.001378	0.000477	0.000313	
0.000272	0.000351	0.000456	0.000215	0.000228	
41.151569	53.186188	675.104736	51.725479	11.334507	
31.610907	inf	152.598450	0.000000	0.000000	
26.664593	-20.514055	11.647985	7.101234	6.292249	
5.420107	6.077757	4.050197	4.433377	3.755039	
26.666151	-20.512676	11.648461	7.101547	6.292521	
5.420457	6.078213	4.050412	4.433606	3.755234	
546.612610	2535.707031	1935.735229	318.014893	196.480438	
135.093338	133.735672	136.690918	149.167862	125.182793	
0.001558	0.001378	0.000477	0.000313	0.000272	
0.000351	0.000456	0.000215	0.000228	0.000196	
53.186188	675.104736	51.725479	11.334507	31.610907	
inf	152.598450	0.000000	0.000000	0.000000	
-20.514055	11.647985	7.101234	6.292249	5.420107	
6.077757	4.050197	4.433377	3.755039	3.765940	
-20.512676	11.648461	7.101547	6.292521	5.420457	
6.078213	4.050412	4.433606	3.755234	3.766118	
2535.707031	1935.735229	318.014893	196.480438	135.093338	
133.735672	136.690918	149.167862	125.182793	144.983383	
0.001378	0.000477	0.000313	0.000272	0.000351	
0.000456	0.000215	0.000228	0.000196	0.000177	
675.104736	51.725479	11.334507	31.610907	inf	
152.598450	0.000000	0.000000	0.000000	0.000000	
11.647985	7.101234	6.292249	5.420107	6.077757	
4.050197	4.433377	3.755039	3.765940	3.815732	
11.648461	7.101547	6.292521	5.420457	6.078213	
4.050412	4.433606	3.755234	3.766118	3.815942	
1935.735229	318.014893	196.480438	135.093338	133.735672	
136.690918	149.167862	125.182793	144.983383	142.957748	
0.000477	0.000313	0.000272	0.000351	0.000456	
0.000215	0.000228	0.000196	0.000177	0.000210	
51.725479	11.334507	31.610907	inf	152.598450	
0.000000	0.000000	0.000000	0.000000	0.000000	
7.101234	6.292249	5.420107	6.077757	4.050197	
4.433377	3.755039	3.765940	3.815732	3.595535	
7.101547	6.292521	5.420457	6.078213	4.050412	
4.433606	3.755234	3.766118	3.815942	3.595711	
318.014893	196.480438	135.093338	133.735672	136.690918	
149.167862	125.182793	144.983383	142.957748	155.618851	
0.000313	0.000272	0.000351	0.000456	0.000215	
0.000228	0.000196	0.000177	0.000210	0.000176	
11.334507	31.610907	inf	152.598450	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
6.292249	5.420107	6.077757	4.050197	4.433377	
3.755039	3.765940	3.815732	3.595535	3.107871	
6.292521	5.420457	6.078213	4.050412	4.433606	
3.755234	3.766118	3.815942	3.595711	3.108018	
196.480438	135.093338	133.735672	136.690918	149.167862	
125.182793	144.983383	142.957748	155.618851	141.086517	
0.000272	0.000351	0.000456	0.000215	0.000228	
0.000196	0.000177	0.000210	0.000176	0.000147	
31.610907	inf	152.598450	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
5.420107	6.077757	4.050197	4.433377	3.755039	
3.765940	3.815732	3.595535	3.107871	1.717275	
5.420457	6.078213	4.050412	4.433606	3.755234	
3.766118	3.815942	3.595711	3.108018	1.717396	
135.093338	133.735672	136.690918	149.167862	125.182793	
144.983383	142.957748	155.618851	141.086517	75.931091	
0.000351	0.000456	0.000215	0.000228	0.000196	
0.000177	0.000210	0.000176	0.000147	0.000122	
inf	152.598450	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
6.077757	4.050197	4.433377	3.755039	3.765940	
3.815732	3.595535	3.107871	1.717275	1.935327	
6.078213	4.050412	4.433606	3.755234	3.766118	
3.815942	3.595711	3.108018	1.717396	1.935434	
133.735672	136.690918	149.167862	125.182793	144.983383	
142.957748	155.618851	141.086517	75.931091	111.723518	
0.000456	0.000215	0.000228	0.000196	0.000177	
0.000210	0.000176	0.000147	0.000122	0.000107	
152.598450	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
4.050197	4.433377	3.755039	3.765940	3.815732	
3.595535	3.107871	1.717275	1.935327	2.399077	
4.050412	4.433606	3.755234	3.766118	3.815942	
3.595711	3.108018	1.717396	1.935434	2.399191	
136.690918	149.167862	125.182793	144.983383	142.957748	
155.618851	141.086517	75.931091	111.723518	129.184448	
0.000215	0.000228	0.000196	0.000177	0.000210	
0.000176	0.000147	0.000122	0.000107	0.000114	
0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
4.433377	3.755039	3.765940	3.815732	3.595535	
3.107871	1.717275	1.935327	2.399077	1.562503	
4.433606	3.755234	3.766118	3.815942	3.595711	
3.108018	1.717396	1.935434	2.399191	1.562611	
149.167862	125.182793	144.983383	142.957748	155.618851	
141.086517	75.931091	111.723518	129.184448	70.749382	
0.000228	0.000196	0.000177	0.000210	0.000176	
0.000147	0.000122	0.000107	0.000114	0.000107	
0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
3.755039	3.765940	3.815732	3.595535	3.107871	
1.717275	1.935327	2.399077	1.562503	1.551663	
3.755234	3.766118	3.815942	3.595711	3.108018	
1.717396	1.935434	2.399191	1.562611	1.551777	
125.182793	144.983383	142.957748	155.618851	141.086517	
75.931091	111.723518	129.184448	70.749382	100.494461	
0.000196	0.000177	0.000210	0.000176	0.000147	
0.000122	0.000107	0.000114	0.000107	0.000114	
0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
3.765940	3.815732	3.595535	3.107871	1.717275	
1.935327	2.399077	1.562503	1.551663	1.833906	
3.766118	3.815942	3.595711	3.108018	1.717396	
1.935434	2.399191	1.562611	1.551777	1.834012	
144.983383	142.957748	155.618851	141.086517	75.931091	
111.723518	129.184448	70.749382	100.494461	99.790779	
0.000177	0.000210	0.000176	0.000147	0.000122	
0.000107	0.000114	0.000107	0.000114	0.000105	
0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
3.815732	3.595535	3.107871	1.717275	1.935327	
2.399077	1.562503	1.551663	1.833906	1.836221	
3.815942	3.595711	3.108018	1.717396	1.935434	
2.399191	1.562611	1.551777	1.834012	1.836330	
142.957748	155.618851	141.086517	75.931091	111.723518	
129.184448	70.749382	100.494461	99.790779	101.577568	
0.000210	0.000176	0.000147	0.000122	0.000107	
0.000114	0.000107	0.000114	0.000105	0.000109	
0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
3.595535	3.107871	1.717275	1.935327	2.399077	
1.562503	1.551663	1.833906	1.836221	1.916399	
3.595711	3.108018	1.717396	1.935434	2.399191	
1.562611	1.551777	1.834012	1.836330	1.916504	
155.618851	141.086517	75.931091	111.723518	129.184448	
70.749382	100.494461	99.790779	101.577568	103.909409	
0.000176	0.000147	0.000122	0.000107	0.000114	
0.000107	0.000114	0.000105	0.000109	0.000105	
0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
3.107871	1.717275	1.935327	2.399077	1.562503	
1.551663	1.833906	1.836221	1.916399	1.953914	
3.108018	1.717396	1.935434	2.399191	1.562611	
1.551777	1.834012	1.836330	1.916504	1.954042	
141.086517	75.931091	111.723518	129.184448	70.749382	
100.494461	99.790779	101.577568	103.909409	98.125076	
0.000147	0.000122	0.000107	0.000114	0.000107	
0.000114	0.000105	0.000109	0.000105	0.000127	
0.000000	0.000000	0.000000	0.000000	0.000000	
