Training began at: 2018-01-01
Training completed at: 
A2C algorithm
Number of Products 6
State Setting: INV_BALANCE_PRODUCTION
Reward function: OTD1
Planning Time Horizon = 7
Random seed: 
==============================================================================
Episode Results: 
total_reward	on_time	late	not_shipped	
0.883333	0.934483	0.048276	0.017241	
0.829577	0.891986	0.062718	0.045296	
0.867593	0.934483	0.048276	0.017241	
0.768373	0.761246	0.179931	0.058824	
0.631949	0.673540	0.178694	0.147766	
0.812963	0.930796	0.055363	0.013841	
0.814259	0.937282	0.055749	0.006969	
0.712156	0.721088	0.132653	0.146259	
0.741089	0.813149	0.148789	0.038062	
0.892593	0.924915	0.047782	0.027304	
0.521442	0.482759	0.072414	0.444828	
0.692050	0.756098	0.059233	0.184669	
0.650216	0.708333	0.072917	0.218750	
0.616190	0.594406	0.080420	0.325175	
0.697169	0.709343	0.083045	0.207612	
0.374740	0.378472	0.086806	0.534722	
0.780251	0.860140	0.055944	0.083916	
0.863505	0.927586	0.027586	0.044828	
0.799449	0.829268	0.027875	0.142857	
0.724352	0.700000	0.106897	0.193103	
0.835066	0.884746	0.054237	0.061017	
0.843704	0.906897	0.075862	0.017241	
0.759524	0.829861	0.093750	0.076389	
0.871746	0.927835	0.044674	0.027491	
0.726949	0.789655	0.100000	0.110345	
0.757897	0.799308	0.048443	0.152249	
0.795000	0.882353	0.103806	0.013841	
0.851852	0.908784	0.054054	0.037162	
0.842231	0.916955	0.048443	0.034602	
0.840582	0.846939	0.088435	0.064626	
0.705185	0.732639	0.097222	0.170139	
0.809696	0.775862	0.065517	0.158621	
0.646336	0.631034	0.075862	0.293103	
0.811243	0.825175	0.073427	0.101399	
0.901852	0.954861	0.034722	0.010417	
0.794533	0.850694	0.100694	0.048611	
0.730362	0.802721	0.044218	0.153061	
0.742222	0.804196	0.115385	0.080420	
0.840741	0.923611	0.065972	0.010417	
0.814418	0.895470	0.062718	0.041812	
0.862037	0.927835	0.051546	0.020619	
0.787275	0.835616	0.140411	0.023973	
0.804815	0.914966	0.054422	0.030612	
0.828783	0.883562	0.092466	0.023973	
0.777610	0.811847	0.181185	0.006969	
0.887963	0.918089	0.054608	0.027304	
0.695604	0.748276	0.141379	0.110345	
0.857407	0.920690	0.062069	0.017241	
0.855556	0.947917	0.041667	0.010417	
0.891190	0.894198	0.078498	0.027304	
0.819259	0.878049	0.094077	0.027875	
0.854815	0.944056	0.052448	0.003497	
0.806481	0.863946	0.105442	0.030612	
0.760370	0.837931	0.068966	0.093103	
0.795529	0.854671	0.117647	0.027682	
0.664422	0.681661	0.138408	0.179931	
0.736265	0.743151	0.089041	0.167808	
0.830556	0.886598	0.061856	0.051546	
0.795979	0.820690	0.162069	0.017241	
0.741429	0.835052	0.137457	0.027491	
0.522870	0.552901	0.085324	0.361775	
0.757487	0.762887	0.137457	0.099656	
0.666521	0.639456	0.040816	0.319728	
0.801852	0.879310	0.065517	0.055172	
0.680710	0.690972	0.065972	0.243056	
0.869418	0.906574	0.058824	0.034602	
0.457976	0.512111	0.072664	0.415225	
0.771437	0.787671	0.085616	0.126712	
0.709665	0.716263	0.055363	0.228374	
0.826481	0.909408	0.038328	0.052265	
0.679938	0.732639	0.048611	0.218750	
0.853616	0.870629	0.048951	0.080420	
0.797954	0.831615	0.058419	0.109966	
0.668651	0.698962	0.117647	0.183391	
0.901389	0.941379	0.041379	0.017241	
0.615926	0.629758	0.058824	0.311419	
0.676521	0.673540	0.106529	0.219931	
0.672817	0.687500	0.083333	0.229167	
0.788567	0.796552	0.096552	0.106897	
0.618704	0.641379	0.186207	0.172414	
0.734220	0.806897	0.096552	0.096552	
0.724171	0.759450	0.116838	0.123711	
0.824220	0.856164	0.119863	0.023973	
0.729577	0.739583	0.093750	0.166667	
0.565390	0.577320	0.099656	0.323024	
0.584048	0.625430	0.113402	0.261168	
0.674991	0.728522	0.092784	0.178694	
0.812046	0.839041	0.041096	0.119863	
0.737751	0.785235	0.134228	0.080537	
0.690278	0.678201	0.148789	0.173010	
0.809832	0.892734	0.079585	0.027682	
0.777037	0.816609	0.086505	0.096886	
0.707381	0.740484	0.166090	0.093426	
0.793069	0.836237	0.083624	0.080139	
0.863280	0.892361	0.083333	0.024306	
0.822381	0.902778	0.086806	0.010417	
0.545370	0.575342	0.113014	0.311644	
0.831759	0.928082	0.047945	0.023973	
0.518166	0.560137	0.147766	0.292096	
0.755794	0.747405	0.134948	0.117647	
0.643148	0.649660	0.231293	0.119048	
0.843704	0.927586	0.055172	0.017241	
0.666437	0.715278	0.208333	0.076389	
0.840556	0.910035	0.076125	0.013841	
0.685882	0.721649	0.130584	0.147766	
0.697813	0.735395	0.213058	0.051546	
0.744691	0.800000	0.144828	0.055172	
0.837795	0.908163	0.054422	0.037415	
0.819321	0.879725	0.034364	0.085911	
0.728103	0.785467	0.065744	0.148789	
